Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2020-04-13,MCH-8476,Power Failure,Completed,24614.93,12
2024-10-29,MCH-8579,Software Crash,In Progress,26558.19,12
2021-09-16,MCH-9434,Leakage,Pending,24587.45,8
2022-10-26,MCH-3653,Leakage,In Progress,1016.48,2
2024-04-14,MCH-9780,Software Crash,Pending,30724.81,11
2020-06-01,MCH-9146,Calibration Issue,In Progress,42196.05,3
2025-05-03,MCH-7246,Software Crash,Pending,39781.99,10
2021-08-21,MCH-1295,Overheating,Pending,18078.23,3
2023-05-06,MCH-2902,Sensor Error,Pending,42253.21,4
2023-02-23,MCH-9682,Wear and Tear,In Progress,30417.67,11
2025-01-13,MCH-6140,Leakage,Cancelled,20355.67,2
2020-10-19,MCH-6365,Power Failure,Cancelled,20235.87,10
2020-01-23,MCH-4549,Sensor Error,Pending,37461.51,11
2021-12-27,MCH-8976,Leakage,Cancelled,16435.02,4
2022-08-30,MCH-5889,Wear and Tear,In Progress,17460.51,11
2023-03-15,MCH-1484,Software Crash,Pending,14968.44,6
2020-05-09,MCH-4759,Leakage,In Progress,22376.77,1
2024-11-03,MCH-7182,Wear and Tear,Completed,17792.66,9
2025-05-26,MCH-1083,Mechanical Jam,Completed,43778.12,5
2021-02-26,MCH-9619,Software Crash,Completed,35203.42,12
2023-06-01,MCH-2248,Sensor Error,Completed,37057.52,8
2023-06-19,MCH-6899,Mechanical Jam,Cancelled,23874.19,8
2024-02-16,MCH-9509,Power Failure,In Progress,22753.15,1
2023-02-12,MCH-6470,Power Failure,Cancelled,37374.17,5
2020-12-12,MCH-6554,Calibration Issue,Pending,28503.31,2
2020-09-15,MCH-3103,Software Crash,Pending,28254.01,3
2023-01-13,MCH-1517,Overheating,Completed,33401.16,6
2022-12-17,MCH-3858,Mechanical Jam,Pending,22034.02,1
2020-02-28,MCH-4109,Leakage,Completed,31912.36,5
2024-05-26,MCH-6244,Power Failure,Cancelled,38995.25,2
2025-01-24,MCH-5101,Power Failure,Completed,15579.03,3
2020-06-20,MCH-2147,Wear and Tear,Pending,20089.16,3
2025-03-03,MCH-8242,Leakage,Completed,9611.72,12
2023-12-03,MCH-2730,Software Crash,In Progress,30353.57,7
2023-02-10,MCH-4748,Calibration Issue,In Progress,33365.1,4
2025-10-05,MCH-5144,Sensor Error,Pending,3261.77,4
2023-07-21,MCH-6108,Wear and Tear,In Progress,2205.57,10
2020-01-19,MCH-8352,Calibration Issue,Pending,11932.8,4
2022-12-21,MCH-7863,Power Failure,Pending,26564.03,1
2022-02-25,MCH-3498,Mechanical Jam,Pending,44123.82,9
2022-01-24,MCH-6633,Mechanical Jam,Cancelled,44321.02,2
2021-07-14,MCH-4094,Power Failure,Cancelled,24864.42,11
2022-07-12,MCH-5641,Power Failure,Cancelled,46883.74,10
2020-09-29,MCH-2558,Leakage,Cancelled,6176.47,5
2024-09-02,MCH-4227,Overheating,Completed,33761.11,10
2022-04-24,MCH-9618,Software Crash,Completed,35222.53,5
2024-02-06,MCH-8786,Power Failure,Pending,36679.88,5
2020-10-31,MCH-7480,Mechanical Jam,Pending,38147.84,1
2024-05-25,MCH-4146,Overheating,Completed,15876.82,7
2024-05-12,MCH-7642,Mechanical Jam,Pending,3929.7,4
2022-12-03,MCH-8340,Wear and Tear,Completed,28971.77,2
2020-06-14,MCH-2190,Power Failure,Cancelled,29361.29,2
2021-03-17,MCH-8632,Wear and Tear,In Progress,34723.78,10
2020-07-22,MCH-4619,Wear and Tear,Completed,48559.9,5
2024-06-13,MCH-5876,Software Crash,Pending,40944.93,9
2023-11-22,MCH-7999,Wear and Tear,In Progress,25971.67,12
2022-04-14,MCH-4806,Software Crash,In Progress,22780.79,9
2022-02-15,MCH-2352,Leakage,Completed,48450.62,3
2024-08-29,MCH-4240,Leakage,Pending,39458.02,1
2023-08-21,MCH-4340,Wear and Tear,Pending,32980.63,1
2024-01-06,MCH-3569,Mechanical Jam,Cancelled,4227.79,1
2021-04-11,MCH-5234,Calibration Issue,Completed,38916.17,7
2025-06-09,MCH-8590,Mechanical Jam,In Progress,49012.94,9
2023-02-27,MCH-9933,Power Failure,Cancelled,35534.89,8
2023-06-22,MCH-7503,Calibration Issue,Cancelled,22577.28,12
2021-11-09,MCH-3114,Calibration Issue,Pending,30949.91,2
2022-06-03,MCH-2024,Sensor Error,In Progress,24962.78,2
2021-02-26,MCH-9807,Leakage,In Progress,8987.53,9
2020-02-08,MCH-9776,Mechanical Jam,Cancelled,13057.42,11
2023-06-24,MCH-8219,Software Crash,Cancelled,13001.28,5
2020-04-27,MCH-3797,Power Failure,Pending,27696.83,7
2025-09-16,MCH-9089,Overheating,Pending,49711.33,3
2021-10-05,MCH-8626,Mechanical Jam,Completed,41996.13,6
2024-03-03,MCH-1397,Mechanical Jam,Cancelled,28526.04,7
2025-01-12,MCH-1313,Power Failure,In Progress,49540.75,2
2021-03-10,MCH-4070,Wear and Tear,In Progress,29909.82,4
2022-10-27,MCH-5864,Power Failure,In Progress,6569.56,6
2022-05-22,MCH-6549,Overheating,Pending,29390.5,5
2024-01-04,MCH-6487,Mechanical Jam,Pending,49500.93,3
2022-11-18,MCH-6482,Sensor Error,Pending,18928.17,1
2024-05-08,MCH-4132,Wear and Tear,In Progress,45383.92,5
2021-12-04,MCH-5493,Sensor Error,Completed,43430.47,2
2020-03-10,MCH-9170,Sensor Error,In Progress,19380.58,12
2022-12-13,MCH-5411,Wear and Tear,Completed,24409.55,6
2024-03-22,MCH-5025,Power Failure,Cancelled,11897.05,10
2022-08-06,MCH-5398,Calibration Issue,In Progress,4210.72,3
2021-11-09,MCH-5731,Power Failure,Completed,38219.19,4
2021-10-12,MCH-1682,Mechanical Jam,Pending,3926.28,9
2025-03-27,MCH-2915,Calibration Issue,Cancelled,37212.25,10
2025-08-24,MCH-9987,Leakage,Completed,17850.23,4
2025-12-04,MCH-7811,Leakage,In Progress,35827.23,8
2025-03-14,MCH-8094,Overheating,Pending,18693.59,3
2020-09-14,MCH-1267,Power Failure,Cancelled,34149.93,4
2025-03-29,MCH-1574,Mechanical Jam,In Progress,29737.59,7
2024-12-21,MCH-5640,Wear and Tear,Cancelled,9599.21,4
2024-11-13,MCH-7906,Wear and Tear,Cancelled,24592.22,10
2020-12-14,MCH-7797,Calibration Issue,Pending,8055.83,11
2024-07-08,MCH-3395,Calibration Issue,Cancelled,2993.05,9
2025-01-15,MCH-5556,Calibration Issue,Cancelled,26044.5,11
2025-11-16,MCH-9969,Sensor Error,Cancelled,20400.21,3
2022-11-21,MCH-3016,Overheating,Completed,31536.22,2
2020-12-29,MCH-9430,Sensor Error,Cancelled,19753.06,12
2022-02-24,MCH-4837,Calibration Issue,Pending,6742.28,11
2024-06-15,MCH-8769,Calibration Issue,Pending,35643.95,10
2021-06-25,MCH-7613,Software Crash,Pending,40538.39,12
2025-04-07,MCH-7968,Mechanical Jam,Cancelled,11901.61,12
2022-07-20,MCH-3046,Software Crash,In Progress,19274.73,8
2020-05-01,MCH-8088,Software Crash,Completed,24561.67,1
2021-01-08,MCH-7934,Power Failure,Cancelled,954.79,9
2024-11-12,MCH-2883,Calibration Issue,Cancelled,3099.2,9
2022-09-15,MCH-5663,Software Crash,Completed,40084.18,6
2025-06-20,MCH-6355,Wear and Tear,In Progress,44316.6,7
2020-06-16,MCH-8283,Mechanical Jam,Completed,49583.56,6
2022-11-27,MCH-9158,Mechanical Jam,Cancelled,6522.4,11
2025-09-05,MCH-9501,Leakage,Completed,25338.82,9
2023-08-26,MCH-1495,Overheating,Cancelled,42933.34,1
2023-09-25,MCH-7729,Sensor Error,Pending,10596.25,4
2023-05-02,MCH-2667,Overheating,In Progress,24380.45,2
2025-07-03,MCH-9713,Overheating,Pending,48987.5,6
2023-12-08,MCH-6218,Power Failure,In Progress,16268.04,1
2022-04-29,MCH-9415,Software Crash,Cancelled,26141.79,9
2022-02-19,MCH-2463,Calibration Issue,Pending,37542.21,12
2022-12-29,MCH-6384,Wear and Tear,In Progress,12129.28,7
2024-04-01,MCH-5997,Overheating,Completed,35115.43,1
2020-02-28,MCH-6664,Overheating,In Progress,8939.35,6
2023-12-18,MCH-8961,Calibration Issue,Cancelled,34991.87,9
2025-10-17,MCH-9187,Overheating,Completed,4924.83,4
2025-01-01,MCH-7193,Overheating,In Progress,46269.03,1
2020-02-19,MCH-6101,Wear and Tear,Completed,45811.08,8
2022-06-07,MCH-4720,Leakage,In Progress,34187.12,2
2021-08-05,MCH-1692,Overheating,Cancelled,48580.55,11
2023-11-02,MCH-4458,Sensor Error,Pending,18658.94,1
2022-05-21,MCH-8310,Calibration Issue,Completed,7895.2,10
2024-03-06,MCH-9163,Leakage,Cancelled,30999.81,6
2020-08-07,MCH-9793,Power Failure,Pending,38967.26,9
2020-06-24,MCH-2851,Wear and Tear,Cancelled,47927.98,11
2025-01-05,MCH-4995,Power Failure,In Progress,28520.96,9
2020-03-23,MCH-9314,Overheating,Cancelled,49273.46,3
2020-06-15,MCH-9562,Leakage,Completed,29996.83,2
2022-12-29,MCH-7479,Sensor Error,Pending,6388.84,5
2021-05-04,MCH-8694,Overheating,In Progress,46829.88,5
2023-12-11,MCH-1978,Leakage,In Progress,29201.54,5
2021-01-29,MCH-2196,Wear and Tear,Completed,21920.77,5
2025-10-10,MCH-5666,Overheating,Pending,13331.67,7
2023-01-07,MCH-6117,Power Failure,Completed,36037.34,4
2025-05-24,MCH-6696,Overheating,In Progress,6116.02,12
2020-08-24,MCH-4623,Overheating,Completed,34085.35,11
2023-07-31,MCH-8922,Sensor Error,Cancelled,1364.19,3
2025-05-28,MCH-1711,Software Crash,Pending,25748.68,10
2021-01-06,MCH-8719,Leakage,Cancelled,16016.03,4
2020-10-16,MCH-3555,Power Failure,Cancelled,10702.81,6
2021-02-27,MCH-5117,Overheating,Completed,26457.64,5
2021-10-08,MCH-1445,Calibration Issue,Completed,47914.98,7
2022-04-05,MCH-1640,Software Crash,In Progress,46142.2,5
2022-05-04,MCH-5214,Software Crash,Cancelled,30100.89,8
2021-12-23,MCH-1078,Calibration Issue,In Progress,47136.96,3
2020-06-12,MCH-3550,Wear and Tear,Pending,4821.55,8
2022-05-19,MCH-5784,Leakage,In Progress,22290.88,11
2022-02-12,MCH-4313,Mechanical Jam,In Progress,11902.35,1
2024-05-16,MCH-4066,Power Failure,Pending,3843.79,4
2021-06-14,MCH-9853,Wear and Tear,Completed,4037.88,9
2022-05-25,MCH-4127,Wear and Tear,In Progress,41260.05,10
2023-06-10,MCH-2070,Wear and Tear,Pending,44903.24,3
2020-01-19,MCH-1945,Overheating,In Progress,9485.68,1
2021-03-28,MCH-3222,Overheating,Completed,12119.03,10
2024-10-27,MCH-6938,Power Failure,Completed,32081.22,9
2025-06-21,MCH-7708,Leakage,Pending,7469.5,11
2025-01-21,MCH-5364,Software Crash,In Progress,31279.76,11
2024-06-24,MCH-2556,Overheating,Cancelled,38290.9,11
2022-09-15,MCH-2162,Overheating,Completed,5536.23,12
2024-08-03,MCH-5574,Calibration Issue,In Progress,44650.39,12
2021-11-07,MCH-2047,Power Failure,Pending,11763.72,8
2022-10-03,MCH-2861,Mechanical Jam,Pending,35927.52,5
2024-08-24,MCH-1624,Leakage,Completed,44477.9,11
2020-10-10,MCH-2357,Leakage,Completed,49259.37,7
2023-07-12,MCH-4592,Software Crash,Pending,25975.15,12
2023-12-26,MCH-7823,Mechanical Jam,Cancelled,17865.63,8
2024-11-03,MCH-5342,Leakage,In Progress,22641.73,8
2020-01-16,MCH-2683,Sensor Error,Cancelled,24887.11,8
2021-08-20,MCH-4137,Mechanical Jam,Pending,14301.38,12
2023-10-31,MCH-5833,Sensor Error,Completed,30825.53,9
2023-10-01,MCH-4280,Leakage,Cancelled,23963.48,8
2022-07-14,MCH-6106,Mechanical Jam,Cancelled,37076.64,11
2022-02-14,MCH-8150,Wear and Tear,Cancelled,2266.73,4
2021-01-20,MCH-8271,Power Failure,In Progress,21296.59,5
2020-09-30,MCH-4762,Leakage,Cancelled,23100.36,10
2021-09-01,MCH-8686,Power Failure,Completed,28175.79,1
2022-05-25,MCH-2260,Leakage,Pending,11407.29,2
2021-07-01,MCH-9920,Calibration Issue,Pending,8107.48,1
2020-04-15,MCH-7540,Mechanical Jam,Completed,7923.14,8
2021-04-14,MCH-5957,Wear and Tear,Cancelled,8074.43,11
2020-07-25,MCH-3308,Software Crash,Pending,23406.81,4
2023-01-01,MCH-5616,Wear and Tear,Cancelled,49051.88,1
2020-05-08,MCH-4405,Wear and Tear,Pending,44081.97,10
2025-02-22,MCH-1023,Sensor Error,Completed,4042.93,3
2024-01-13,MCH-9418,Mechanical Jam,Completed,30847.49,4
2022-09-07,MCH-3420,Wear and Tear,In Progress,29491.2,4
2021-07-11,MCH-8559,Leakage,In Progress,42262.45,8
2023-02-27,MCH-8706,Mechanical Jam,Completed,7623.36,6
2024-12-08,MCH-2359,Software Crash,Pending,47114.2,2
2022-04-15,MCH-9655,Overheating,Completed,34630.0,5
2022-07-28,MCH-7339,Calibration Issue,Pending,23409.15,4
2023-06-01,MCH-1784,Overheating,Pending,15974.48,12
2025-12-24,MCH-3117,Power Failure,Cancelled,29998.74,10
2024-09-10,MCH-4160,Overheating,Completed,34781.49,2
2021-10-08,MCH-5845,Calibration Issue,Pending,36305.12,8
2021-06-09,MCH-5995,Software Crash,Completed,5720.32,9
2022-05-31,MCH-8844,Power Failure,Pending,40712.03,7
2025-08-02,MCH-9410,Sensor Error,Pending,10699.92,5
2025-09-12,MCH-6883,Software Crash,Pending,30110.18,4
2022-12-16,MCH-1473,Wear and Tear,In Progress,5952.44,12
2021-10-30,MCH-9136,Overheating,In Progress,8805.97,10
2023-12-17,MCH-3934,Wear and Tear,Completed,28991.13,7
2025-05-25,MCH-7902,Wear and Tear,Cancelled,47404.52,11
2025-03-21,MCH-1988,Mechanical Jam,Completed,1660.46,11
2020-05-27,MCH-2140,Overheating,Completed,13986.98,7
2021-07-02,MCH-4070,Wear and Tear,Cancelled,12496.87,10
2021-03-13,MCH-9694,Mechanical Jam,Pending,28889.37,2
2022-12-05,MCH-5744,Power Failure,In Progress,14956.69,1
2024-05-11,MCH-2108,Calibration Issue,Cancelled,38377.9,6
2021-01-16,MCH-7742,Calibration Issue,Completed,24316.72,9
2023-11-02,MCH-9105,Power Failure,In Progress,43054.06,3
2022-06-23,MCH-8988,Power Failure,Pending,43813.74,7
2020-07-05,MCH-4635,Power Failure,Pending,14167.99,4
2020-11-08,MCH-6180,Wear and Tear,Cancelled,41285.52,9
2023-01-28,MCH-1222,Overheating,Cancelled,43367.63,1
2021-11-12,MCH-9635,Calibration Issue,Pending,15500.56,4
2022-02-26,MCH-6287,Leakage,Cancelled,3928.62,10
2023-03-01,MCH-2628,Mechanical Jam,Pending,37486.65,10
2025-05-29,MCH-5812,Leakage,Cancelled,733.56,3
2021-08-21,MCH-4372,Software Crash,Cancelled,772.25,6
2025-01-30,MCH-3193,Sensor Error,Cancelled,19660.61,7
2024-02-02,MCH-8825,Sensor Error,Pending,46992.9,2
2023-09-09,MCH-2499,Overheating,Cancelled,16472.66,11
2022-01-08,MCH-8065,Mechanical Jam,Pending,5875.03,1
2021-03-27,MCH-5114,Wear and Tear,Pending,4743.98,5
2024-10-22,MCH-2749,Mechanical Jam,Completed,13169.77,11
2025-10-11,MCH-6516,Software Crash,Pending,40762.76,6
2024-09-23,MCH-4708,Calibration Issue,In Progress,39266.83,12
2021-08-17,MCH-9267,Mechanical Jam,Pending,1703.45,8
2025-09-08,MCH-2152,Wear and Tear,In Progress,5659.91,6
2025-08-18,MCH-7217,Power Failure,Cancelled,5575.8,1
2024-09-30,MCH-8663,Mechanical Jam,Completed,32441.87,4
2024-05-07,MCH-2263,Wear and Tear,Completed,16088.46,1
2024-03-14,MCH-5496,Power Failure,Completed,951.34,3
2022-09-02,MCH-4149,Leakage,In Progress,17968.43,9
2025-07-03,MCH-9742,Mechanical Jam,Cancelled,3992.45,2
2025-01-14,MCH-5421,Power Failure,Cancelled,27843.99,9
2022-10-30,MCH-4407,Calibration Issue,In Progress,9901.0,8
2020-06-21,MCH-4017,Leakage,Completed,5483.14,1
2025-03-12,MCH-2428,Calibration Issue,Pending,48921.26,11
2024-12-11,MCH-7570,Overheating,In Progress,6016.75,5
2024-04-30,MCH-3750,Software Crash,In Progress,34351.37,5
2022-04-27,MCH-8748,Mechanical Jam,Cancelled,38844.1,4
2023-08-30,MCH-4276,Sensor Error,In Progress,6060.23,12
2023-08-16,MCH-3236,Power Failure,Cancelled,7076.22,3
2023-05-13,MCH-9444,Calibration Issue,Pending,25632.96,1
2020-04-05,MCH-7451,Leakage,Cancelled,7046.15,5
2021-02-21,MCH-5346,Mechanical Jam,Cancelled,5785.6,1
2021-01-13,MCH-2104,Mechanical Jam,Cancelled,4071.92,11
2023-05-06,MCH-8847,Power Failure,Pending,29626.42,3
2020-03-23,MCH-8915,Leakage,Cancelled,31595.68,8
2023-12-28,MCH-3754,Calibration Issue,Completed,37854.51,3
2021-12-01,MCH-7964,Calibration Issue,Cancelled,12319.3,2
2021-02-28,MCH-9115,Wear and Tear,Cancelled,37470.64,1
2024-04-27,MCH-1116,Sensor Error,In Progress,14537.37,12
2024-06-28,MCH-1745,Overheating,Pending,27021.54,7
2023-02-07,MCH-7776,Power Failure,Cancelled,27299.69,8
2022-12-26,MCH-7465,Wear and Tear,Completed,23384.2,6
2020-09-13,MCH-3440,Wear and Tear,Completed,31230.82,1
2024-10-23,MCH-4354,Wear and Tear,In Progress,47082.33,7
2021-02-18,MCH-5759,Leakage,Cancelled,25506.08,3
2025-01-16,MCH-9917,Power Failure,Pending,39473.97,12
2020-09-03,MCH-9554,Mechanical Jam,Pending,4509.44,7
2023-08-11,MCH-2423,Calibration Issue,Cancelled,47804.35,10
2025-04-11,MCH-7621,Calibration Issue,In Progress,46579.82,8
2024-02-04,MCH-7102,Mechanical Jam,Cancelled,16092.79,12
2021-05-07,MCH-9134,Leakage,Cancelled,45844.58,4
2025-05-24,MCH-3570,Mechanical Jam,In Progress,11439.44,6
2021-06-07,MCH-1266,Wear and Tear,In Progress,23892.95,11
2024-09-11,MCH-3227,Sensor Error,In Progress,31025.11,3
2024-11-28,MCH-6266,Wear and Tear,In Progress,3915.05,9
2023-10-29,MCH-8724,Calibration Issue,In Progress,11659.61,4
2020-05-03,MCH-8161,Overheating,In Progress,36639.23,1
2021-08-12,MCH-1509,Mechanical Jam,In Progress,9655.13,8
2023-01-09,MCH-4773,Software Crash,In Progress,8228.2,10
2024-09-27,MCH-2100,Software Crash,Cancelled,46120.08,6
2021-05-22,MCH-8843,Wear and Tear,Pending,30016.34,11
2024-06-01,MCH-9901,Power Failure,Completed,49425.95,12
2020-09-25,MCH-3864,Mechanical Jam,Cancelled,46554.51,6
2025-08-16,MCH-6353,Calibration Issue,Cancelled,30366.79,8
2024-04-20,MCH-1784,Calibration Issue,Completed,45499.27,7
2025-05-11,MCH-1133,Sensor Error,In Progress,43672.94,6
2020-03-12,MCH-4516,Overheating,Pending,14724.89,4
2023-04-01,MCH-1281,Power Failure,Completed,16465.61,1
2024-03-03,MCH-3116,Calibration Issue,In Progress,22847.8,2
2025-10-29,MCH-2868,Wear and Tear,Pending,10603.47,8
2025-01-19,MCH-3429,Overheating,Completed,26281.62,3
2020-12-12,MCH-8304,Calibration Issue,Pending,38142.83,4
2020-07-15,MCH-3721,Sensor Error,Pending,24696.41,7
2022-11-22,MCH-5852,Leakage,Pending,23826.26,10
2025-12-04,MCH-5677,Leakage,Completed,27411.81,10
2021-09-28,MCH-7567,Power Failure,Completed,22957.82,9
2020-12-24,MCH-8146,Calibration Issue,Completed,41747.27,9
2024-12-15,MCH-7269,Mechanical Jam,In Progress,6251.89,6
2020-11-09,MCH-4023,Calibration Issue,Completed,41216.67,4
2025-01-06,MCH-4783,Mechanical Jam,In Progress,3013.47,1
2021-01-26,MCH-2057,Power Failure,Cancelled,16117.48,3
2021-09-06,MCH-8643,Software Crash,Cancelled,32947.96,9
2022-02-15,MCH-7276,Software Crash,Completed,22126.91,5
2022-04-16,MCH-8387,Wear and Tear,Completed,36489.77,12
2023-06-13,MCH-2335,Overheating,Cancelled,43036.54,8
2020-03-11,MCH-9258,Software Crash,Completed,29570.58,10
2023-06-02,MCH-8740,Software Crash,Pending,14589.18,6
2022-03-18,MCH-7735,Wear and Tear,In Progress,24913.46,6
2025-05-01,MCH-4261,Calibration Issue,Pending,24189.39,1
2021-04-19,MCH-1417,Wear and Tear,Cancelled,48155.76,11
2022-12-25,MCH-7464,Power Failure,Cancelled,27141.2,6
2025-07-29,MCH-9047,Wear and Tear,Completed,7853.88,11
2020-10-21,MCH-2138,Wear and Tear,Cancelled,27371.06,8
2022-05-05,MCH-8649,Calibration Issue,Completed,40665.06,1
2021-01-21,MCH-8427,Calibration Issue,Completed,24810.74,5
2025-03-06,MCH-9263,Power Failure,In Progress,6333.14,4
2023-05-15,MCH-7091,Wear and Tear,Completed,13107.0,7
2022-10-03,MCH-2213,Leakage,Cancelled,4401.93,11
2022-09-16,MCH-6786,Overheating,Pending,36435.38,6
2023-01-20,MCH-9652,Calibration Issue,Completed,18013.45,10
2025-07-25,MCH-5078,Wear and Tear,In Progress,17119.07,6
2024-01-02,MCH-9706,Mechanical Jam,Cancelled,6088.13,3
2021-03-14,MCH-1724,Sensor Error,Cancelled,21251.36,4
2025-11-12,MCH-9247,Mechanical Jam,Completed,18865.79,7
2020-07-29,MCH-9387,Sensor Error,Cancelled,43225.25,1
2021-02-23,MCH-9230,Sensor Error,Cancelled,19519.77,10
2021-12-10,MCH-5948,Wear and Tear,Pending,41824.44,5
2024-06-08,MCH-1861,Mechanical Jam,Cancelled,16208.78,10
2025-07-01,MCH-8286,Calibration Issue,Cancelled,7332.29,1
2025-08-22,MCH-1232,Wear and Tear,In Progress,42322.53,11
2022-09-22,MCH-9210,Software Crash,In Progress,43723.1,10
2025-07-09,MCH-3981,Mechanical Jam,In Progress,2866.52,7
2021-09-08,MCH-8508,Leakage,Pending,42545.96,1
2025-02-04,MCH-6250,Wear and Tear,Pending,46378.89,1
2023-02-12,MCH-3644,Calibration Issue,In Progress,10163.36,12
2021-07-06,MCH-6645,Software Crash,Cancelled,4606.94,4
2023-11-08,MCH-7206,Sensor Error,Completed,42404.17,3
2021-11-16,MCH-4614,Calibration Issue,Completed,28037.91,12
2022-04-01,MCH-8989,Software Crash,Pending,26022.93,12
2023-02-15,MCH-3138,Wear and Tear,In Progress,966.93,1
2021-05-21,MCH-8077,Power Failure,Cancelled,45994.99,9
2025-08-11,MCH-3665,Leakage,Pending,16461.65,2
2020-09-18,MCH-4059,Software Crash,In Progress,8473.21,2
2020-07-23,MCH-2569,Power Failure,Cancelled,31058.99,3
2020-06-09,MCH-8501,Mechanical Jam,Completed,31786.38,3
2025-04-29,MCH-1468,Sensor Error,In Progress,13626.98,4
2021-12-28,MCH-6768,Calibration Issue,Completed,11522.94,10
2023-06-14,MCH-9580,Calibration Issue,Completed,4276.74,2
2020-09-26,MCH-9767,Sensor Error,Pending,17489.09,10
2025-11-21,MCH-2359,Leakage,Completed,36041.04,1
2024-12-31,MCH-6628,Power Failure,Cancelled,27077.42,1
2021-12-12,MCH-5847,Leakage,In Progress,12902.71,8
2020-10-28,MCH-3609,Calibration Issue,In Progress,43293.26,10
2024-05-20,MCH-5886,Wear and Tear,In Progress,12067.92,8
2021-12-07,MCH-5100,Overheating,Cancelled,46649.28,12
2025-12-01,MCH-8967,Wear and Tear,Cancelled,12629.5,3
2025-01-06,MCH-6117,Wear and Tear,Cancelled,20370.27,2
2024-07-16,MCH-7544,Overheating,Cancelled,35257.13,7
2022-02-21,MCH-1109,Power Failure,Cancelled,28192.4,8
2024-06-11,MCH-1720,Sensor Error,Pending,997.63,3
2021-02-21,MCH-4785,Leakage,Cancelled,19311.57,1
2024-07-19,MCH-9131,Overheating,In Progress,43669.84,12
2022-02-26,MCH-3831,Software Crash,In Progress,13939.32,2
2020-05-12,MCH-6560,Calibration Issue,In Progress,27181.68,2
2021-10-26,MCH-4344,Power Failure,Completed,38015.1,12
2023-06-16,MCH-9497,Leakage,Cancelled,16222.22,7
2022-05-15,MCH-8836,Software Crash,Pending,37583.87,9
2020-07-30,MCH-1489,Software Crash,Completed,2794.24,6
2023-09-25,MCH-3180,Wear and Tear,Completed,39493.2,8
2021-08-02,MCH-2056,Power Failure,Completed,41427.12,12
2021-01-08,MCH-8536,Wear and Tear,Cancelled,26360.56,11
2024-06-22,MCH-1975,Wear and Tear,Pending,32099.14,8
2020-01-08,MCH-9626,Wear and Tear,Cancelled,25725.05,8
2024-10-18,MCH-9570,Calibration Issue,Completed,36269.4,6
2020-03-25,MCH-8308,Calibration Issue,Cancelled,4242.35,2
2024-10-28,MCH-5790,Overheating,Completed,19161.16,7
2024-12-17,MCH-6618,Power Failure,Cancelled,20799.97,5
2022-02-13,MCH-1168,Mechanical Jam,Pending,25601.71,4
2021-12-23,MCH-1996,Power Failure,Completed,47698.33,5
2022-10-07,MCH-1304,Calibration Issue,Completed,26782.79,2
2020-04-27,MCH-4618,Wear and Tear,Cancelled,17569.35,4
2021-12-18,MCH-9988,Software Crash,Cancelled,8440.31,9
2020-02-22,MCH-4019,Software Crash,Completed,13462.06,8
2023-03-28,MCH-9273,Leakage,Cancelled,20113.85,3
2022-09-06,MCH-6723,Software Crash,Cancelled,45991.78,9
2021-10-05,MCH-4168,Mechanical Jam,Completed,32335.96,7
